ID,LENGTH,DIR,A,B,ROADNAME,OTHERNAME,PROJECTNAM,YEAR,LEVEL_110,CLASS_110,LANES_110,ROW,S0,ALPHA,BETA,NMT_110,NTK_110,NBUS_110,COUNTY,MRTXFERPEN,ETAG
"17680",0.13,"2","13278","13276",桃6,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17683",0.46,"2","13275","13282",桃6,,3U,"104","5","68","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17687",0.68,"2","13282","13296",桃6,,3U,"104","5","68","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17691",0.33,"2","13289","13290",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17695",0.22,"2","13296","13297",桃6,,3U,"104","5","68","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"39610",0.03,"2","83705","27357",走路連線,,,"110","10","98","0",,"4",0.0000,0.0000,"0","0","0","2","0",0.0000
"17698",0.82,"2","13299","13306",桃6,,3U,"104","5","68","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17699",0.09,"2","13297","13300",桃6,,3U,"104","5","68","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17700",0.06,"2","13300","13299",桃6,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17702",1.71,"2","13303","13313",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17706",0.02,"2","13306","13303",桃6,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"39653",0.21,"2","27373","5052",縣106乙,文山路一段,,"104","4","36","2",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"17709",0.13,"2","13308","13309",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17712",0.24,"2","13312","13308",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"39667",0.60,"2","27378","27504",新市五路三段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"17714",0.05,"2","13313","13312",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17716",0.18,"2","13309","13315",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17717",0.05,"2","13315","13290",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17718",0.41,"2","13316","13317",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17719",0.13,"2","13318","13319",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17720",0.29,"2","13320","13321",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17721",0.12,"2","13321","13322",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17722",0.25,"2","13322","13323",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17723",0.23,"2","13323","13318",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17724",0.14,"2","13324","13320",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17725",0.08,"2","13289","13324",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17726",0.12,"2","13325","13316",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17727",0.34,"2","13319","13325",桃6,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17728",0.14,"2","13317","13327",桃6,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"39720",0.20,"2","218","13597",區心線,"09059",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39719",0.22,"2","217","15520",區心線,"04079",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"17731",0.43,"2","13337","13345",大湖路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17732",0.01,"2","13331","34698",大湖路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17733",0.02,"2","13333","13334",大湖路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17734",0.17,"2","13334","13331",大湖路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39721",0.13,"2","273","7033",區心線,"11049",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39732",0.06,"2","270","27414",區心線,"11021",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"17740",0.39,"2","13316","13337",大湖路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39730",0.08,"2","270","27413",區心線,"11021",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39731",0.02,"2","27414","15821",南港路一段,南港路一段,,"104","6","62","2",,"32",1.5554,3.8290,"0","0","0","0","0",0.0000
"39729",0.19,"2","27413","27270",市民大道,市民大道,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","0","0",0.0000
"39728",0.30,"2","275","27322",區心線,"11052",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"17747",0.06,"2","13346","31401",桃14,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17748",0.12,"2","13347","13346",桃14,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17749",0.02,"2","13348","13347",桃14,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17750",0.08,"2","13349","13348",桃14,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17751",0.18,"2","13333","13349",桃14,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17752",0.13,"2","13350","13351",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17753",0.40,"2","13352","13350",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17754",0.09,"2","13353","13352",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17755",0.04,"2","13354","34757",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39710",0.12,"2","27402","8015",行善路,行善路,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","0","0",0.0000
"39711",0.13,"2","165","27402",區心線,"06219",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39712",0.16,"2","170","9950",區心線,"07021",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39713",0.13,"2","196","10292",區心線,"08101",,"104","11","99","0",,"41",0.0000,0.0000,"0","0","0","1","0",0.0000
"39714",0.27,"2","207","15725",區心線,"08189",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39715",0.34,"2","207","15730",區心線,"08189",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39716",0.32,"2","27406","27276",福國路延伸,福國路延伸,,"110","6","68","4",,"32",1.5554,3.8290,"0","0","0","0","0",0.0000
"17763",0.55,"2","34757","34701",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"39708",0.13,"2","165","7997",區心線,"06219",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39717",0.26,"2","211","27406",區心線,"08199",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"17766",0.14,"2","13365","13366",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17767",0.07,"2","13366","13367",新興街,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17768",0.04,"2","13367","13368",大湖一路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17769",0.11,"2","13368","13369",大湖一路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17770",0.07,"2","13369","31472",大湖一路,,RD,"104","6","65","1",,"41",1.5577,3.6819,"0","0","0","3","0",0.0000
"17771",0.08,"2","13370","13371",桃11,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17772",0.28,"2","13370","34756",桃11,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"39707",0.08,"2","164","6906",區心線,"06201",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39706",0.26,"2","164","6905",區心線,"06201",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"17775",0.05,"2","13353","13354",桃11,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17776",0.09,"2","13353","13374",桃11,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17777",0.08,"2","13332","13374",桃11,,3U,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17778",0.06,"2","13375","13333",桃14,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17779",0.11,"2","13376","13375",桃14,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"17780",3.73,"2","13303","42776",桃14,,3W,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"39705",0.32,"2","163","6925",區心線,"11079",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39704",0.36,"2","163","9968",區心線,"11079",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39703",0.06,"2","163","6918",區心線,"11079",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39702",0.24,"2","160","7017",區心線,"06201",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39701",0.15,"2","160","15761",區心線,"06201",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39700",0.11,"2","156","27396",區心線,"06192",,"104","11","99","0",,"4",0.0000,0.0000,"0","0","0","1","0",0.0000
"39682",0.36,"2","10556","27380",義山路二段,,,"104","6","65","4",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39681",0.39,"2","27379","10553",沙崙路一段,,,"104","6","65","3",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39680",0.08,"2","27378","27442",沙崙路一段,,,"104","6","65","3",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39679",0.63,"2","27386","10552",思緣橋,,,"104","6","78","1",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"39678",0.75,"2","27384","27545",濱海路三段,,,"104","6","65","4",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39668",0.27,"2","27379","27445",新市二路三段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39669",0.34,"2","27381","10581",北1,中山北路一段,,"104","5","47","2",,"41",1.1507,3.7967,"0","0","0","0","0",0.0000
"39670",0.63,"2","27380","27381",新市二路四段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39671",0.21,"2","27381","16174",新市二路四段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39672",0.50,"2","27382","27386",思緣橋,,,"104","6","78","1",,"60",0.8397,5.3445,"0","0","0","2","0",0.0000
"39673",0.51,"2","27378","27382",新市五路二段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39674",0.57,"2","27379","27386",新市二路二段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39675",0.53,"2","27386","27384",新市二路一段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39676",0.50,"2","27385","27384",濱海路四段,,,"104","6","65","4",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"39677",0.47,"2","27385","27382",新市五路一段,,,"104","6","69","2",,"0",0.0000,0.0000,"0","0","0","2","0",0.0000
"17803",0.80,"2","13399","13400",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17804",0.17,"2","13400","13401",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17805",0.63,"2","13401","16286",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17806",0.17,"2","13403","13404",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17807",0.76,"2","13404","13402",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17808",0.42,"2","13402","16283",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17809",1.09,"2","13406","13407",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17810",0.71,"2","13407","13405",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17811",0.20,"2","13405","13408",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17812",0.21,"2","13401","13409",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17813",1.25,"2","13410","13409",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17814",0.40,"2","13411","13410",長仁路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17815",0.37,"2","13411","13412",北34,,,"104","5","54","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17816",0.67,"2","13413","13414",新基北街,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17817",0.49,"2","13414","13415",新基東街,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17818",1.31,"2","13415","13416",九份坑農路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17819",2.30,"2","13416","13417",新寮路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17820",1.39,"2","13418","13417",無路名道路,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17821",0.70,"2","13419","13418",文秀坑街,,,"104","6","74","1",,"50",3.7600,3.2900,"0","0","0","2","0",0.0000
"17822",0.04,"2","13420","17221",無路名道路,,,"104","6","70","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17823",0.06,"2","13421","13422",新寮路,,,"104","6","70","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17824",2.77,"2","13422","13423",新寮路,,,"104","6","70","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17825",0.09,"2","13424","13423",新寮路,,,"104","6","70","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17826",0.12,"2","13425","13488",新寮路,,,"104","6","70","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17827",0.20,"2","13426","13427",北5,芝蘭路,,"104","5","50","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17828",1.34,"2","13428","13426",北7-1,芝蘭路,,"104","5","50","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17829",0.17,"2","13429","13428",北7-1,芝蘭路,,"104","5","50","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17830",1.30,"2","13430","13429",北7-1,芝蘭路,,"104","5","50","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17831",0.22,"2","13431","13430",北7-1,芝蘭路,,"104","5","50","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17832",0.07,"2","13432","13433",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17833",0.05,"2","13434","13432",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17834",0.05,"2","13435","13434",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17835",0.05,"2","13436","13435",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17836",0.05,"2","13437","13436",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17837",0.05,"2","13438","13437",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17838",0.05,"2","13439","13438",忠孝東路四段216巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17839",0.09,"2","13440","13439",忠孝東路四段223巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17840",0.05,"2","13441","13440",忠孝東路四段223巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17841",0.05,"2","13442","13441",忠孝東路四段223巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17842",0.05,"2","13443","13442",忠孝東路四段223巷,,,"104","6","64","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17843",0.07,"2","13444","13443",忠孝東路四段223巷,,,"104","6","64","1",,"32",1.5554,3.8290,"0","1","0","1","0",0.0000
"17844",0.09,"2","5677","13446",中原路,,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17845",0.17,"2","13446","13447",中原路,,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17846",0.08,"2","13447","13448",中原路,,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17847",0.11,"2","13449","13448",中原路,,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17848",0.08,"2","13450","13449",中原路,,,"104","6","64","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17849",0.18,"2","5648","16911",北66,幸福路,,"104","5","47","1",,"50",1.1507,3.7967,"0","0","0","2","0",0.0000
"17850",0.25,"2","13453","13454",無路名道路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17851",0.20,"2","13455","13453",興德路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17852",0.32,"2","13456","13455",興德路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17853",0.05,"2","13456","13457",頭前路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17854",0.06,"2","13457","13458",頭前路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17855",0.09,"2","13458","13459",頭前路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17856",0.08,"2","13459","13460",頭前路,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17857",0.46,"2","13461","13663",化成路229巷,,,"104","6","69","3",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17858",0.18,"2","13462","13463",建國二路,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17859",0.39,"2","13463","13464",建國二路,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17860",0.10,"2","13464","13465",建國二路,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17861",0.06,"2","13465","13466",建國二路,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17862",0.07,"2","13467","13468",長興街一段,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17863",0.22,"2","13468","13469",長興街一段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17864",0.06,"2","13469","13470",長興街二段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17865",0.07,"2","13470","13471",保長路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17866",0.04,"2","13471","13472",保長路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17867",0.03,"2","13472","13473",保長路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17868",0.02,"2","13473","13474",保長路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17869",0.06,"2","13474","13475",保長路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17870",0.03,"2","13475","13476",保長路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17871",0.21,"2","13477","13478",保一街,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17872",0.11,"2","13479","13477",保一街,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17873",0.10,"2","13480","13479",長興街二段4巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17874",0.11,"2","13481","13480",長興街二段4巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17875",0.06,"2","13482","13481",長興街二段4巷,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
"17876",0.03,"2","13470","13483",長興街二段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17877",0.02,"2","13483","13482",長興街二段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17878",0.19,"2","13482","13484",長興街二段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17879",0.05,"2","13484","13485",長興街二段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17880",0.22,"2","13485","13486",長興街二段,,,"104","6","63","1",,"41",1.5577,3.6819,"0","0","0","2","0",0.0000
"17881",0.03,"2","13468","7139",無路名道路,,,"104","6","62","1",,"32",1.5554,3.8290,"0","0","0","2","0",0.0000
