ID,LENGTH,DIR,A,B,ROADNAME,OTHERNAME,PROJECTNAM,YEAR,LEVEL_110,CLASS_110,LANES_110,ROW,S0,ALPHA,BETA,NMT_110,NTK_110,NBUS_110,COUNTY,MRTXFERPEN,ETAG
"23909",0.26,"2","17505","17506",青商路,青商路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23910",0.20,"2","17506","17507",青商路,青商路,,"104","6","73","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23911",0.05,"2","17508","17509",青松街,青松街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23912",0.08,"2","17509","17510",青松街,青松街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23913",0.06,"2","17511","34506",大豐二街,大豐二街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23916",0.07,"2","17511","17514",大仁路,大仁路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23917",0.08,"2","17514","17465",大仁路,大仁路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23918",0.21,"2","17465","17515",大仁路,大仁路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23919",0.12,"2","17515","17516",大仁路,大仁路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23920",0.12,"2","17474","17516",大華二街,大華二街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23921",0.07,"2","17517","17515",大勇路,大勇路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23922",0.03,"2","17517","34419",大勇路,大勇路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23923",0.01,"2","17508","17507",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23924",0.08,"2","17519","17501",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23925",0.12,"2","17520","26593",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23926",0.31,"2","17521","17520",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23927",0.20,"2","17521","17522",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23928",0.07,"2","17522","17523",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23929",0.06,"2","17523","17524",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23930",0.07,"2","17507","17525",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23931",0.16,"2","17526","17525",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23932",0.04,"2","17526","17527",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23933",0.10,"2","17527","17528",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23934",0.16,"2","17528","17529",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23935",0.15,"2","17529","17530",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23936",0.05,"2","17530","17524",青埔六街,青埔六街,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23940",0.12,"2","17533","17504",高鐵站前東路二段,高鐵站前東路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23941",0.12,"2","17521","17533",高鐵站前東路二段,高鐵站前東路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23942",0.06,"2","17504","17534",高鐵站前東路二段,高鐵站前東路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23943",0.07,"2","17534","17535",高鐵站前東路二段,高鐵站前東路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23944",0.24,"2","17535","17536",高鐵站前東路一段,高鐵站前東路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23945",0.24,"2","17537","17536",高鐵站前東路一段,高鐵站前東路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23946",0.20,"1","17537","17538",高鐵站前東路一段,,,"104","6","71","2",,"50",1.1507,3.7967,"0","0","0","3",,
"23947",0.19,"2","17539","17540",無路名道路,,,"104","6","71","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23948",0.19,"2","17541","17539",高鐵站前西路一段,高鐵站前西路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23949",0.06,"2","17541","17542",高鐵站前西路一段,高鐵站前西路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23950",0.24,"2","17543","17542",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23951",0.08,"2","17544","17543",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23952",0.06,"2","17544","17505",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23953",0.06,"2","17505","17545",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23954",0.06,"2","17545","17546",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23955",0.07,"2","17546","17547",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23956",0.05,"2","17547","17531",高鐵站前西路二段,高鐵站前西路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23957",0.08,"2","17548","17549",青埔路二段,青埔路二段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23958",0.06,"2","17506","17548",青埔路二段,青埔路二段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23959",0.06,"2","17550","17506",青埔路二段,青埔路二段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23960",0.06,"2","17551","17550",青埔路二段,青埔路二段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23961",0.05,"2","17526","17551",青埔路二段,青埔路二段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23970",0.03,"2","17557","17559",至善路一段,至善路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23975",0.06,"2","17564","17565",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23976",0.07,"2","17566","17564",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23977",0.11,"2","17567","17566",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23981",0.04,"2","17569","17571",文溪路,文溪路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23984",0.10,"2","17573","17574",文溪路,文溪路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23985",0.13,"2","17575","17554",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23986",0.22,"2","17576","17554",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23987",0.08,"2","17577","17576",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23988",0.05,"2","17577","17578",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23989",0.12,"2","17578","17567",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23990",0.20,"2","17579","17567",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23991",0.17,"2","17580","17579",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23992",0.15,"2","17581","17580",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23993",0.11,"2","17581","17582",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23994",0.15,"2","17582","17583",洽溪路,洽溪路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23995",0.12,"2","17584","17581",文德路,文德路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23996",0.14,"2","17585","17584",文德路,文德路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23997",0.03,"2","17585","17586",文德路,文德路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23998",0.22,"2","17586","17587",文德路,文德路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"23999",0.07,"2","17587","17588",文德路,文德路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24000",0.13,"2","17589","17588",文德路,文德路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24001",0.02,"2","17501","17500",青溪路一段,青溪路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24002",0.13,"2","17590","17591",公園路二段,公園路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24003",0.11,"2","17591","17579",公園路二段,公園路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24004",0.10,"2","17579","17592",公園路二段,公園路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24005",0.13,"2","17593","17592",公園路二段,公園路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24006",0.04,"2","17593","17594",公園路一段,公園路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24007",0.12,"2","17594","17570",公園路一段,公園路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24008",0.11,"2","17570","17561",公園路一段,公園路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24009",0.11,"2","17561","17595",公園路一段,公園路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24010",0.14,"2","17596","17597",公園路一段,公園路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24011",0.10,"2","17596","17595",公園路一段,公園路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24012",0.05,"2","17598","17542",青園路,青園路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24013",0.06,"2","17599","17598",青園路,青園路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24014",0.13,"2","17599","17600",青園路,青園路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24016",0.00,"2","17601","10833",致成路,致成路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24022",0.03,"2","17607","17608",文智路,文智路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24023",0.03,"2","17608","17609",文智路,文智路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24024",0.12,"2","17610","17607",文智路,文智路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24025",0.25,"2","17588","17610",文智路,文智路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24026",0.14,"2","17611","17588",文智路,文智路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24027",0.11,"2","17611","17573",文智路,文智路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24028",0.06,"2","17612","17613",永園路一段,永園路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24029",0.04,"2","17612","17614",其他道路,,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24030",0.10,"2","17612","17615",永園路一段,永園路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24031",0.06,"2","17615","17616",永園路一段,永園路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24032",0.09,"2","17616","17617",永園路一段,永園路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24033",0.02,"2","17617","17618",永園路一段,永園路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24034",0.04,"2","17618","17619",永園路一段,永園路一段,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24035",0.12,"2","17620","17619",永裕路,永裕路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24036",0.16,"2","17621","17620",永裕路,永裕路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24037",0.11,"2","17621","17622",永裕路,永裕路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24038",0.07,"2","17622","17623",永裕路,永裕路,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24039",0.06,"2","17624","17622",無路名道路,,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24044",0.05,"2","17628","17629",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24045",0.05,"2","17630","17628",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24046",0.10,"2","17631","17630",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24047",0.12,"2","17565","17631",永興路,永興路,,"104","6","71","1",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24048",0.17,"2","17440","17633",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24049",0.16,"1","17633","17458",台31,,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24050",0.13,"1","17458","17512",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24051",0.13,"1","17442","17634",台31,高鐵北路二段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24052",0.20,"1","17634","17440",台31,高鐵北路二段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24053",0.28,"1","17454","17442",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24054",0.15,"1","17512","17455",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24055",0.09,"2","17455","17635",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24056",0.21,"1","17484","17454",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24057",0.13,"1","17635","17518",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24058",0.23,"1","17518","17476",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24059",0.23,"1","17477","17484",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24060",0.25,"1","17636","17477",高鐵北路二段,高鐵北路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24061",0.31,"1","17637","17490",高鐵北路一段,高鐵北路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24062",0.06,"1","17476","17637",高鐵北路一段,高鐵北路一段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24063",0.22,"-1","17636","17637",高鐵北路一段,高鐵北路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24064",0.31,"2","17637","17490",高鐵北路一段,高鐵北路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24065",0.28,"-1","17489","17538",高鐵北路一段,高鐵北路一段,,"104","6","73","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24066",0.47,"1","17490","17638",高鐵北路一段,高鐵北路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24067",0.17,"-1","17538","27494",高鐵北路一段,高鐵北路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24068",0.12,"2","17537","17489",高鐵北路一段,高鐵北路一段,,"104","6","73","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24069",0.07,"2","17489","17636",高鐵北路一段,高鐵北路一段,,"104","6","73","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24070",0.10,"2","17539","27493",高鐵北路一段,高鐵北路一段,,"104","6","73","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24071",0.16,"2","17639","17473",縣113,領航北路三段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24072",0.03,"2","17640","26984",縣113,領航北路三段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24073",0.12,"2","17641","17640",縣113,領航北路三段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24074",0.23,"2","17575","17641",縣113丙,青埔路一段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24075",0.03,"2","17638","26986",縣113丙,青埔路一段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24076",0.13,"-1","17540","17642",高鐵北路一段,高鐵北路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24077",0.03,"2","17642","17638",縣113丙,青埔路一段,,"104","4","37","4",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24078",0.19,"2","17643","17642",縣113丙,青埔路一段,,"104","4","37","4",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24079",0.16,"2","17643","17539",高鐵北路一段,高鐵北路一段,,"104","6","73","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24080",0.13,"2","17644","17643",縣113丙,青埔路二段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24081",0.12,"2","17549","17645",縣113丙,青埔路二段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24082",0.12,"2","17645","17600",縣113丙,青埔路二段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24083",0.11,"2","17646","17644",縣113丙,青埔路二段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24084",0.23,"1","17647","17643",高鐵南路一段,高鐵南路一段,,"104","6","73","3",,"50",1.1507,3.7967,"0","0","0","3",,
"24085",0.27,"1","17638","17648",高鐵南路一段,高鐵南路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24086",0.27,"-1","17642","17647",高鐵南路一段,高鐵南路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24087",0.13,"2","17555","17641",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24088",0.21,"2","17649","17555",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24089",0.17,"2","17565","17650",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24090",0.09,"2","17650","17649",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24091",0.20,"2","17590","17565",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24092",0.15,"2","17651","17590",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24093",0.08,"2","17624","17652",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24094",0.08,"2","17653","17651",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24095",0.04,"2","17652","17653",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24096",0.07,"2","17623","17624",縣113,領航北路二段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24097",0.17,"2","17583","17623",縣113,領航北路一段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24098",0.04,"2","17445","17443",台31,領航南路四段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24099",0.25,"2","17449","17445",台31,領航南路四段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24102",0.11,"2","17497","17447",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24103",0.21,"2","17498","17493",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24104",0.06,"2","17498","17497",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24105",0.13,"2","17493","17535",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24106",0.26,"2","17543","17535",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24107",0.12,"2","17654","17543",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24108",0.13,"2","17549","17654",台31,領航南路三段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24109",0.02,"2","17600","17646",縣113丙,青埔路二段,,"104","4","37","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24110",0.23,"2","17549","17510",台31,領航南路二段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24111",0.20,"2","17510","17655",台31,領航南路二段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24112",0.15,"2","17655","17597",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24113",0.17,"2","17597","17563",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24114",0.14,"2","17563","17574",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24115",0.09,"2","17574","17656",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24116",0.21,"2","17656","17589",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24117",0.26,"2","17589","17657",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24118",0.25,"-1","17658","17659",桃42,領航南路一段,,"104","5","51","1",,"50",1.1507,3.7967,"0","0","0","3",,
"24119",0.10,"2","17657","17658",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24120",0.08,"2","17658","17660",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24121",0.05,"1","17660","17661",桃42,領航南路一段,,"104","5","51","1",,"50",1.1507,3.7967,"0","0","0","3",,
"24122",0.05,"1","17662","17661",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24123",0.06,"2","17660","17662",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24124",0.03,"2","17662","17663",台31,領航南路一段,,"104","3","21","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24125",0.17,"2","17664","17663",桃42,領航南路一段,,"104","5","51","2",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24126",0.17,"2","17665","17666",縣113,領航北路一段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24127",0.13,"2","17666","17583",縣113,領航北路一段,,"104","4","37","3",,"50",1.1507,3.7967,"0","0","0","3","0",0.0000
"24128",0.09,"1","17667","17668",高鐵南路一段,高鐵南路一段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24129",0.03,"1","17668","17647",高鐵南路一段,高鐵南路一段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24130",0.20,"1","17669","17557",高鐵南路一段,高鐵南路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24131",0.02,"1","17648","17669",高鐵南路一段,高鐵南路一段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24132",0.15,"1","17557","17569",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24133",0.07,"1","17670","17667",高鐵南路一段,高鐵南路一段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24134",0.13,"1","17571","17559",高鐵南路二段,高鐵南路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24135",0.04,"1","17559","17670",高鐵南路一段,高鐵南路一段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24136",0.19,"1","17594","17571",高鐵南路二段,高鐵南路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24137",0.18,"1","17569","17593",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24138",0.32,"1","17586","17594",高鐵南路二段,高鐵南路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24139",0.32,"1","17593","17585",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24140",0.29,"1","17585","17608",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24141",0.28,"1","17607","17586",高鐵南路二段,高鐵南路二段,,"104","6","73","4",,"50",1.1507,3.7967,"0","0","0","3",,
"24142",0.04,"1","17671","17607",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
"24143",0.15,"1","17672","17663",高鐵南路二段,高鐵南路二段,,"104","6","73","2",,"50",1.1507,3.7967,"0","0","0","3",,
